id,value,location,kills,health,title
566,1965,S131,0,sintagmi,Gli anni-luce
567,1965,S124,2,sintagmi,Lo zio acquatico
568,1965,S130,2,sintagmi,I Dinosauri
569,1965,S128,3,sintagmi,La forma dello spazio
570,1965,S132,6,sintagmi,La spirale
571,1966,S132,0,sintagmi,La spirale
572,1967,S132,0,sintagmi,La spirale
573,1968,S132,0,sintagmi,La spirale
574,1969,S132,0,sintagmi,La spirale
575,1970,S132,0,sintagmi,La spirale
576,1971,S132,0,sintagmi,La spirale
577,1972,S132,0,sintagmi,La spirale
578,1973,S132,0,sintagmi,La spirale
579,1974,S132,0,sintagmi,La spirale
580,1975,S160,0,sintagmi,La corsa delle giraffe
581,1975,S163,0,sintagmi,Del prendersela coi giovani
582,1975,S164,0,sintagmi,Lettura di un'onda
583,1975,S162,1,sintagmi,Il fischio del merlo
584,1976,S168,0,sintagmi,Serpenti e teschi
585,1976,S166,2,sintagmi,Un chilo e mezzo di grasso d'oca
586,1977,S170,0,sintagmi,L'aiola di sabbia
587,1977,S172,2,sintagmi,Il seno nudo
588,1978,S172,0,sintagmi,Il seno nudo
589,1979,S172,0,sintagmi,Il seno nudo
590,1980,S178,1,sintagmi,Il gorilla albino
591,1981,S182,0,sintagmi,L'invasione degli storni
592,1982,S184,0,sintagmi,L'occhio e i pianeti
593,1982,S186,0,sintagmi,Il mondo guarda il mondo
594,1982,S187,0,sintagmi,La pancia del geco
595,1983,S191,0,sintagmi,La contemplazione delle stelle
596,1983,S194,1,sintagmi,Luna di pomeriggio
597,1983,S196,1,sintagmi,Il museo dei formaggi
598,1983,S200,1,sintagmi,L'universo come specchio
599,1983,S190,2,sintagmi,La spada del sole
600,1983,S193,2,sintagmi,Il prato infinito
601,1983,S195,2,sintagmi,Dal terrazzo
602,1983,S199,2,sintagmi,Il modello dei modelli
603,1983,S198,3,sintagmi,L'ordine degli squamati
604,1983,S197,5,sintagmi,Il marmo e il sangue
